thmatic_area_code;source_target;source_target_subtheme;source_target_content;impact_target;impact_target_subtheme;impact_target_content;impact_type;impact_weight;justification
TA5	;TA5.21;Digitalisation;Digitalisation and knowledge transfer. Ensure access to fast broadband to all farmers and all rural areas to achieve the objective of 100% access by 2025 (enabler for jobs, businesses, investments, improvement in quality of life in rural areas and enabler to mainstream precision farming and use of artificial intelligence;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The digitalisation of the agricultural sector will be facilitated by the reduction of GHG emissions, which will promote sustainable production methods and reduce the environmental impact of agriculture.
TA5	;TA5.19;Food affordability;Price: Preserve the price affordability of food.;TA1.9;GHG Reduction;EU ETS. The contribution of the sectors covered by the existing EU Emission trading System (EU ETS) with respect to the EU Climate ambition should be of -62% compared to 2005;-;1;The EU ETS may have a negative impact on food prices, as it may increase production costs, which could affect the affordability of food.
TA5	;TA5.29;Food affordability;Food availability: Improve availability of sustainable food. Ensure that the healthy option is always the easiest one. Ensure food supply.;TA1.11;GHG Reduction;ESR. Increased national targets in line with an EU- wide reduction of 40% in the ESR sectors compared to 2005;+;1;The ESR will promote sustainable food production methods, which will improve the availability of sustainable food and ensure that healthy options are easily accessible.
TA5	;TA5.30;Food affordability;Food affordability: Ensure affordability to sufficient, nutritious and sustainable food;TA1.10;GHG Reduction - Buildings;ETS2. Contribution of the buildings and road transport sectors of 43% emission reductions by 2030 compared to 2005;-;1;The ETS2 may have a negative impact on food affordability, as it may increase production costs, which could affect the price of food.
TA5	;TA5.32;Food affordability;Food security: Ensuring food security and access to quality, safe, sustainable, nutritious food for all.;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The reduction of GHG emissions will have a positive impact on food security, as it will reduce pollution and promote sustainable land use, ensuring access to quality and nutritious food.
TA5	;TA5.12;Food quality;Genetic biodiversity of food production systems: Secure and ensure access to a range of quality seeds for plant varieties in order to adapt to the pressures of climate change.;TA1.7;GHG Reduction;Reduce methane emissions by 35 to 37% compared to 2005 levels, by 2030;+;1;Reducing methane emissions will promote the conservation of genetic biodiversity, as it will reduce the environmental impact of agriculture and promote sustainable production methods.
TA5	;TA5.15;Food quality;Consumption footprint: Reduce the environmental and climate footprint of the EU food system, operating within planetary boundaries. Reduce the EU‚Äôs contribution to global deforestation and forest degradation.;TA1.9;GHG Reduction;EU ETS. The contribution of the sectors covered by the existing EU Emission trading System (EU ETS) with respect to the EU Climate ambition should be of -62% compared to 2005;+;1;The EU ETS will promote sustainable production methods, which will reduce the consumption footprint of the EU food system and promote sustainable land use.
TA5	;TA5.6;Food quality;Aquatic living resources: Increase sustainable fishing and aquaculture. Bring fish stocks to sustainable levels. Significant increase in organic aquaculture;TA1.11;GHG Reduction;ESR. Increased national targets in line with an EU- wide reduction of 40% in the ESR sectors compared to 2005;+;1;The ESR will support the growth of sustainable fishing and aquaculture, promoting sustainable production methods and reducing emissions.
TA5	;TA5.9;Food quality;Increase organic farming with the aim to achieve at least 25% of total farmland under organic farming by 2030 Target in Common with Biodiversity Strategy (see Thematic Area 6);TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The reduction of GHG emissions will promote organic farming, as it will reduce pollution and promote sustainable land use, ensuring the conservation of biodiversity.
TA5	;TA5.2;Food quality - Animal Welfare;Reduce overall EU sales of antimicrobials for farmed animals and in aquaculture by 50% by 2030.;TA1.9;GHG Reduction;EU ETS. The contribution of the sectors covered by the existing EU Emission trading System (EU ETS) with respect to the EU Climate ambition should be of -62% compared to 2005;-;1;The EU ETS may have a negative impact on the reduction of antimicrobials, as it may increase production costs, which could affect the use of antimicrobials.
TA5	;TA5.25;Food quality - Animal Welfare;Animal welfare: Promote better animal welfare to improve animal health and food quality.;TA1.10;GHG Reduction - Buildings;ETS2. Contribution of the buildings and road transport sectors of 43% emission reductions by 2030 compared to 2005;+;1;The ETS2 will promote sustainable production methods, which will improve animal welfare, as it will reduce emissions and promote sustainable land use.
TA5	;TA5.27;Food quality - Healthy Food;Food messaging: Provide food information and labelling to empower consumers to make informed, healthy and sustainable food choices. Strengthen educational messages on the importance of healthy nutrition, sustainable food production and consumption, and reducing food waste;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The reduction of GHG emissions will promote sustainable food production methods, which will improve food quality and promote sustainable consumption patterns.
TA5	;TA5.31;Food quality - Healthy Food;Properties of food: Increase reformulation of food products in line with guidelines for healthy and sustainable diets;TA1.9;GHG Reduction;EU ETS. The contribution of the sectors covered by the existing EU Emission trading System (EU ETS) with respect to the EU Climate ambition should be of -62% compared to 2005;+;1;The EU ETS will promote sustainable food production methods, which will improve the properties of food, as it will reduce emissions and promote sustainable land use.
TA5	;TA5.33;Food quality - Healthy Food;Nutrition and healthy, sustainable diets: Move to healthier and more sustainable diets.;TA1.11;GHG Reduction;ESR. Increased national targets in line with an EU- wide reduction of 40% in the ESR sectors compared to 2005;+;1;The ESR will promote sustainable food production methods, which will improve nutrition and promote sustainable consumption patterns.
TA5	;TA5.34;Food quality - Healthy Food;Health impact of diets: Reversing of the rise in overweight and obesity rates across the EU by 2030;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The reduction of GHG emissions will promote healthy and sustainable diets, as it will reduce pollution and promote sustainable land use, ensuring access to nutritious food.
TA5	;TA5.7;GHG Reduction;Ensure that agriculture, fisheries and aquaculture, and the food value chain contribute to the target of reducing net greenhouse gas emissions to at least 55% below 1990 levels by 2030 and to the achievement of the objective for a climate-neutral Union in 2050.;TA1.9;GHG Reduction;EU ETS. The contribution of the sectors covered by the existing EU Emission trading System (EU ETS) with respect to the EU Climate ambition should be of -62% compared to 2005;+;1;The EU ETS will promote sustainable production methods, which will reduce emissions and promote sustainable land use, ensuring the contribution of the agricultural sector to climate neutrality.
